	0
0	0.0027932352919837764
1	0.002720683725958224
2	0.00352600610884186
3	0.0037654262767261833
4	0.00355502673525208
5	0.003264820471149868
6	0.003148737965508985
7	0.0035840473616623016
8	0.00424426661249483
9	0.004331328491725493
10	0.00589844231787743
11	0.00559372574057011
12	0.004309563021917828
13	0.005187436970827015
14	0.003910529408777288
15	0.0046142795992251484
16	0.004483686780379153
17	0.004483686780379153
18	0.004266032082302497
19	0.0037509159635210716
20	0.00315599312211154
21	0.0011680802130113977
22	0.002706173412753114
23	0.00327933078435498
24	0.0031632482787140965
25	0.003090696712688543
26	0.003112462182496208
27	0.0033373720371754215
28	0.004012101601213062
29	0.004012101601213062
30	0.0036203231446750766
31	0.00369287471070063
32	0.003533261265444415
33	0.00327933078435498
34	0.00327933078435498
35	0.003250310157944758
36	0.002960103893842548
37	0.002960103893842548
38	0.0029165729542272173
39	0.0033301168805728665
40	0.003228544688137093
41	0.0031777585919192065
42	0.003134227652303875
43	0.003134227652303875
44	0.003380902976790753
45	0.0033156065673677565
46	0.003264820471149868
47	0.003119717339098765
48	0.003090696712688543
49	0.00327933078435498
50	0.00352600610884186
51	0.004004846444610507
52	0.003910529408777288
53	0.0037436608069185166
54	0.0036420886144827433
55	0.003671109240892965
56	0.0036348334578801865
57	0.00355502673525208
58	0.003409923603200975
59	0.0036493437710852982
60	0.0038887639389696234
61	0.0035913025182648566
62	0.0037726814333287383
63	0.0037944469031364033
64	0.00383072268614918
65	0.003823467529546625
66	0.004295052708712717
67	0.0044546661539689334
68	0.004135439263456502
69	0.004527217719994485
70	0.005825890751851879
71	0.005100375091596352
72	0.00465781053884048
73	0.004839189453904362
74	0.004512707406789375
75	0.0046142795992251484
76	0.004498197093584265
77	0.00464330022563537
78	0.004701341478455812
79	0.00479565851428903
80	0.0047521275746736985
81	0.0047303621048660335
82	0.0047448724180711435
83	0.0049044858633273585
84	0.004810168827494142
85	0.00464330022563537
86	0.004483686780379153
87	0.004345838804930603
88	0.004026611914418172
89	0.0038960190955721783
90	0.0036638540842904082
91	0.003671109240892965
92	0.003685619554098075
93	0.0038669984691619566
94	0.0037799365899312933
95	0.003823467529546625
96	0.0038017020597389583
97	0.003837977842751735
98	0.004215245986084608
99	0.003837977842751735
100	0.0038887639389696234
101	0.0039032742521747333
102	0.0038960190955721783
103	0.0038162123729440682
104	0.0038017020597389583
105	0.00340266844659842
106	0.0034897303258290832
107	0.003438944229611195
108	0.0031850137485217615
109	0.002684407942945448
110	0.003286585940957535
111	0.0030616760862783214
112	0.0029455935806374373
113	0.002996379676855325
114	0.0030254003032655448
115	0.003221289531534538
116	0.0032067792183294265
117	0.003105207025893653
118	0.0030544209296757665
119	0.0030254003032655448
120	0.0028657868580093298
121	0.0027787249787786664
122	0.0026118563769198947
123	0.002372436209035572
124	0.0024957738712790114
125	0.002561070280702009
126	0.002401456835445793
127	0.002408711992048348
128	0.0023651810524330154
129	0.0020604644751256946
130	0.0021838021373691337
131	0.0020894851015359163
132	0.0020822299449333613
133	0.002285374329804908
134	0.0022418433901895763
135	0.001835554620446482
136	0.001958892282689922
137	0.0019226164996771445
138	0.0016106447657672687
139	0.001429265850703387
140	0.0010810183337807335
141	0.0013784797544855003
142	0.001269652405447171
143	0.0006964950338453051
144	0.0008778739489091868
145	0.0006166883112171968
146	0.0
147	0.0006674744074350843
148	0.0012043559960241736
149	0.0011680802130113977
150	0.0013276936582676127
151	0.0010157219243577369
152	0.0010955286469858444
153	0.001276907562049726
154	0.0012406317790369503
155	0.001117294116793511
156	0.0007763017564734126
157	0.0008415981658964101
158	0.0007037501904478601
159	0.000870618792306631
160	0.0006674744074350843
161	0.0006529640942299735
162	0.000856108479101521
163	0.0006892398772427493
164	0.0003409923603200967
165	0.00039177845653798424
166	0.0003627578301277634
167	0.0003772681433328734
168	0.0003337372037175417
169	0.0006384537810248635
170	0.0011027838035884002
171	0.0010665080205756235
172	0.000986701297947516
173	0.0010519977073705136
174	0.0011898456828190636
175	0.0021039954147410262
176	0.0030399106164706565
177	0.002546559967496897
178	0.0024522429316636797
179	0.0022418433901895763
180	0.0025973460637147847
181	0.002546559967496897
182	0.002800490448586333
183	0.002278119173202353
184	0.002263608859997243
185	0.0022418433901895763
186	0.0022418433901895763
187	0.0023143949562151296
188	0.0021039954147410262
189	0.0025030290278815663
190	0.002539304810894342
191	0.002713428569355669
192	0.002836766231599108
193	0.0030616760862783214
194	0.0029165729542272173
195	0.002967359050445103
196	0.0027714698221761114
197	0.0027714698221761114
198	0.0028730420146118847
199	0.0027714698221761114
200	0.0027932352919837764
201	0.0027424491957658906
202	0.002851276544804219
203	0.0029165729542272173
204	0.0029165729542272173
205	0.002967359050445103
206	0.003090696712688543
207	0.003359137506983088
208	0.003286585940957535
209	0.003359137506983088
210	0.003453454542816305
211	0.003409923603200975
212	0.0030834415560859864
213	0.003373647820188198
214	0.003438944229611195
215	0.00343168907300864
216	0.003409923603200975
217	0.004578003816212372
218	0.004556238346404707
219	0.004541728033199595
220	0.004374859431340825
221	0.0044546661539689334
222	0.0044474109973663785
223	0.00422975629928972
224	0.004411135214353602
225	0.004353093961533158
226	0.004672320852045592
227	0.00465781053884048
228	0.004991547742558024
229	0.00573157371601866
230	0.0064280687498639655
231	0.006805336893196839
232	0.007879100070375018
233	0.008989139030565974
234	0.009279345294668184
235	0.008648146670245875
236	0.009090711223001747
237	0.009475234522937179
238	0.008865801368322535
239	0.007146329253516936
240	0.007995182576015905
241	0.009025414813578748
242	0.010708611145371572
243	0.012058070273446853
244	0.01578722076716026
245	0.015881537802993475
246	0.020669941160679953
247	0.02816451793111954
248	0.027417236801056347
249	0.019813832681578433
250	0.026430535503108834
251	0.025987970950352962
252	0.02610405345599385
253	0.02536402748253321
254	0.02648857675592928
255	0.033736478201881984
256	0.03187190295502528
257	0.03187915811162784
258	0.030740098525026665
259	0.03160346216073073
260	0.033649416322651324
261	0.03280781815675491
262	0.031356786836243856
263	0.03185739264182017
264	0.03037008553829634
265	0.027163306319966916
266	0.027380961018043572
267	0.02772195337836367
268	0.02651034222573694
269	0.02584286781830186
270	0.027337430078428242
271	0.026865844899262147
272	0.026880355212467264
273	0.026880355212467264
274	0.02879571655554185
275	0.031400317775859186
276	0.029477701276182048
277	0.030616760862783223
278	0.030130665370412018
279	0.02992752098554047
280	0.03133502136643619
281	0.02988399004592514
282	0.03095775322310332
283	0.0301669411534248
284	0.03026851334586057
285	0.030515188670347446
286	0.03137855230605152
287	0.03148737965508985
288	0.033801774611304986
289	0.04095535902142448
290	0.047688144348595765
291	0.045809058788533946
292	0.053064215391089214
293	0.051395529372501504
294	0.05119238498762996
295	0.0534559938476272
296	0.06374380591005056
297	0.06101586702748979
298	0.06393969513831955
299	0.060776446859605454
300	0.05927462944287652
301	0.057736536243134795
302	0.05886834067313343
303	0.05913678146742797
304	0.05692395870364862
305	0.05896265770896664
306	0.059514049610760844
307	0.060674874667169684
308	0.05884657520332576
309	0.058251652361916234
310	0.06470874173819041
311	0.08538593805547293
312	0.08442825738393563
313	0.10252261795070847
314	0.11151175698127443
315	0.11812120464620228
316	0.13519258813201482
317	0.12380199226600308
318	0.11328201519229793
319	0.10878381809871365
320	0.12055893726466085
321	0.13601967598470613
322	0.16098466985409882
323	0.1610282007937141
324	0.15526760645128523
325	0.15623979743602764
326	0.15787946282820514
327	0.17286861636908432
328	0.17489280506119725
329	0.18687106861201597
330	0.18071144065644656
331	0.1833523176597767
332	0.19764497616681057
333	0.2388832862957347
334	0.2415894597084878
335	0.28147831070933665
336	0.2767116728214578
337	0.24460760485515076
338	0.24521703800976546
339	0.2516958928558473
340	0.2622086147729499
341	0.25018682028251576
342	0.25502600973642015
343	0.24946130462226024
344	0.23115654451401335
345	0.2280150617051069
346	0.2322810937874094
347	0.2160948394071086
348	0.19782635508187446
349	0.17919511292651252
350	0.2027453512584069
351	0.22430767668120116
