	0
352	0.20764983712173427
353	0.19878403575341175
354	0.18450588755958297
355	0.20118549258885754
356	0.19568608388412065
357	0.19034628862463995
358	0.1881334658608606
359	0.18804640398162994
360	0.1699520434148571
361	0.17338373248786573
362	0.1676158829888343
363	0.14442840248706768
364	0.13339330929458112
365	0.1577706354791668
366	0.14417447200597824
367	0.13817445749566504
368	0.11783099838210007
369	0.10790594414980446
370	0.13297251021163292
371	0.15990365152031807
372	0.13619379974316745
373	0.15935225961852387
374	0.1520971030159686
375	0.16235589445198173
376	0.16079603578243234
377	0.15873557130730664
378	0.1428540335043132
379	0.14233891738553175
380	0.14237519316854455
381	0.13387214963034977
382	0.14470409843796478
383	0.13791327185797306
384	0.1412143681121357
385	0.159040287884614
386	0.153395776047826
387	0.15794475923762813
388	0.1551950548852597
389	0.17876705868696174
390	0.18708872331009266
391	0.19099199756226737
392	0.21026894865525672
393	0.2093765643931424
394	0.21155311137390898
395	0.21956280426313002
396	0.21861963390479783
397	0.21034875537788483
398	0.21219156515493387
399	0.203021047209304
400	0.21380220992070112
401	0.21301865300762518
402	0.20744669273686273
403	0.20773689900096493
404	0.21149507012108856
405	0.22865351548613178
406	0.2225011426871649
407	0.22542497079799464
408	0.2311420342008082
409	0.23460999905682964
410	0.23664144290554512
411	0.24753868812258312
412	0.24737907467732695
413	0.26529205632903585
414	0.273642741578577
415	0.2768857965799192
416	0.27912763997010875
417	0.24982406245238803
418	0.25085429468995085
419	0.21548540625249396
420	0.22581674925453266
421	0.24103806780669362
422	0.23846248721278648
423	0.21767646354646566
424	0.21555070266191698
425	0.21222784093794664
426	0.21131369120602467
427	0.20852045591404092
428	0.19527253995777497
429	0.15703786466230873
430	0.18346840016541757
431	0.1797827806113195
432	0.1826195468429186
433	0.21100897462871734
434	0.20046723208520456
435	0.20087352085494764
436	0.18216247197695762
437	0.18591338794047868
438	0.2027453512584069
439	0.20017702582110236
440	0.20909361328564274
441	0.20455914040904571
442	0.22003438944229614
443	0.2148106766884563
444	0.20741767211045248
445	0.2148106766884563
446	0.21566678516755783
447	0.21048660335333338
448	0.20685902505205575
449	0.20676470801622254
450	0.20916616485166833
451	0.21884454375947704
452	0.22097030464402573
453	0.21968614192537347
454	0.21058817554576914
455	0.21168370419275498
456	0.2148759730978793
457	0.21489773856768696
458	0.23952174007675955
459	0.24095826108406548
460	0.23934036116169566
461	0.2376353993600952
462	0.2245108210660727
463	0.22262448034940835
464	0.21817706935204198
465	0.2150355865431355
466	0.21247451626243352
467	0.208469669817823
468	0.20211415263398458
469	0.21026169349865417
470	0.21015286614961584
471	0.20956519846480887
472	0.2101601213062184
473	0.20797631916884926
474	0.21573208157698084
475	0.2177345047992861
476	0.21544187531287862
477	0.20512504262404505
478	0.20186022215289517
479	0.21607307393730094
480	0.21283001893595874
481	0.21006580427038518
482	0.21049385850993593
483	0.2068807905218634
484	0.21813353841242664
485	0.22706463619017217
486	0.21052287913634615
487	0.22312508615498466
488	0.21716860258428677
489	0.22339352694927922
490	0.23799090203362042
491	0.23543708690952092
492	0.23479863312849608
493	0.23581435505285384
494	0.24664630386046882
495	0.2524141533595003
496	0.2619256636654502
497	0.25670920606821296
498	0.27145168428460525
499	0.29011920222298
500	0.3364506322868979
501	0.33222813114421074
502	0.336530439009526
503	0.339940362612727
504	0.3334324871402349
505	0.3052462037393077
506	0.3106367850950063
507	0.3300298186936365
508	0.32740345200351145
509	0.3309222029557508
510	0.33391132747600355
511	0.32450138936248935
512	0.30166215637764543
513	0.30069722054950554
514	0.36754623348544974
515	0.47146184150384884
516	0.5023470431609266
517	0.4983494518729187
518	0.4915949010759397
519	0.4978053151277271
520	0.5158561447548845
521	0.5653943540371319
522	0.5846277741905059
523	0.5749566504392997
524	0.5678611072820007
525	0.47241226701878364
526	0.5033264893022716
527	0.4855295901562035
528	0.519795694790072
529	0.5417497986694042
530	0.531984357882365
531	0.5151161187814239
532	0.531737682557878
533	0.49792139763336796
534	0.5328477215180689
535	0.5437812425181198
536	0.6205190339033468
537	0.6779290880993666
538	0.6806352615121197
539	0.696814260735818
540	0.725312515870655
541	0.8060914294835054
542	0.8194118970057968
543	0.9305101100607257
544	0.9013081047354408
545	0.8217408022752171
546	0.9100433132849173
547	0.9999999999999999
548	0.9814703300370738
549	0.9228559198450299
550	0.7571263775728599
551	0.7385749421401261
552	0.7300718986019313
553	0.7477672255555635
554	0.8298520673568739
555	0.7562775242503609
556	0.7204007748507252
557	0.7093947022846488
558	0.7654843179790035
559	0.7543041216544658
560	0.7559075112636305
561	0.7998012087090899
562	0.8886768770903919
563	0.8439706021054465
564	0.766913583829707
565	0.8014191086314597
566	0.7396632156305094
567	0.6607851530475285
568	0.6995276893051736
569	0.5955758055037618
570	0.499437725363302
571	0.5646833486900814
572	0.5405962287695979
573	0.5853895656337742
574	0.6320619880580122
575	0.6123787481952798
576	0.583713624458584
577	0.62291323558219
578	0.6052904601945833
579	0.6627005143906032
580	0.6683885571670065
581	0.6756944998657796
582	0.7023572003801701
583	0.6581950621404162
584	0.6769786625844318
585	0.6376049277023644
586	0.6046520064135584
587	0.5789179659442949
588	0.6152445350532891
589	0.5998563478992694
590	0.6047825992324044
591	0.6246181973837905
592	0.6274912393984025
593	0.6129228849404714
594	0.6262506076193655
595	0.6158974991475191
596	0.6159337749305318
597	0.6225940086916776
598	0.6114138123671399
599	0.586942169146721
600	0.5401028781206242
601	0.5021584090892602
602	0.5225381439858379
603	0.4901656352252363
604	0.5177787612545617
605	0.5008452257441977
606	0.49572308518279373
607	0.43999622731856664
608	0.4381171417585048
609	0.4308402196861419
610	0.3940275550847765
611	0.3850239057410054
612	0.3982065252878483
613	0.39967206692156454
614	0.4013697735665624
615	0.38684495004824676
616	0.3897034817496536
617	0.37253052607140524
618	0.3745982457031335
619	0.3479282900321403
620	0.32074321824236574
